Unique ID,Product Name,Model,Company,search,amazon_link
140,Vivtone Pro20,Vivtone Pro20,Vivtone,Vivtone Pro20Vivtone Pro20,https://www.amazon.com/Rechargeable-Vivtone-Amplifiers-Canceling-Charging/dp/B08HX6WDG5/ref=sr_1_1?crid=3RZOPRVHWU40X&dib=eyJ2IjoiMSJ9.P-4IFfzEOnSPAdnQTLVK0Q.m_PqfctEClemxid7lb3b31X4oieMrZVNgRdKlsiZY3E&dib_tag=se&keywords=vivtone+lucid+pro20&qid=1719621048&sprefix=vivtone+lucid+pro20%2Caps%2C63&sr=8-1
141,Vivtone RIC02,Vivtone RIC02,Vivtone,Vivtone RIC02Vivtone RIC02,n/a
142,Vivtone D08,Vivtone D08,Vivtone,Vivtone D08Vivtone D08,https://www.amazon.com/Vivtone-D08-Rechargeable-Portable-Pecentage/dp/B0CTZXW4JW/ref=sr_1_4?crid=1525YNULJCZ0C&dib=eyJ2IjoiMSJ9.LdFnfkm4IQAEdVQ4VlZ3wg.vna8ML9GWrainbdSlBsWkXfcsS1hY1up0YwvRAKIWQI&dib_tag=se&keywords=vivtone+d08&qid=1719621088&sprefix=vivtone+d08%2Caps%2C83&sr=8-4
143,Vivtone D07,Vivtone D07,Vivtone,Vivtone D07Vivtone D07,n/a
144,Sensley S01,Sensley S01,Vivtone,Sensley S01Sensley S01,n/a
145,Lucid 30,Lucid 30,Vivtone,Lucid 30Lucid 30,n/a
146,Smart,Smart,Vivtone,SmartSmart,n/a
147,Xpure,Xpure,Vivtone,XpureXpure,https://www.amazon.com/Vivtone-Bluetooth-Streaming-Rechargeable-Cancelling/dp/B0D4VKT271/ref=sr_1_1_sspa?crid=1BV924GEQE93B&dib=eyJ2IjoiMSJ9.pLvvgo3vzFe1RVC_EEWDlA.h1P6tlmdEDKCg6-3ND5F6FZNH7vZL8IU5IN2YDIyeEk&dib_tag=se&keywords=vivtone+xpure&qid=1719621263&sprefix=vivtone+xpure%2Caps%2C72&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
148,Autiphon U01,Autiphon U01,Vivtone,Autiphon U01Autiphon U01,https://www.amazon.com/Hearing-Autiphon-Rechargeable-Digital-Cancelling/dp/B0CTZX693Y/ref=sr_1_fkmr0_1?crid=E0AWFHFHA0PR&dib=eyJ2IjoiMSJ9.VTvDoi2DvBGzHEQZPjSrHfaMEgRpNppmxAHrAsOQl3n2RYYEZhC1eZb-Hize7hIoAuJBQFKcX1ZtumJ12NZ4zA.pzIAmDe-d4UmxYoXw4ALG7f4VBGWkvrZRZI3rzMbD6Y&dib_tag=se&keywords=vivtone+Sensley+S01&qid=1719621118&sprefix=vivtone+sensley+s01%2Caps%2C66&sr=8-1-fkmr0
149,Autiphon U02,Autiphon U02,Vivtone,Autiphon U02Autiphon U02,n/a
150,Autiphon U03,Autiphon U03,Vivtone,Autiphon U03Autiphon U03,n/a
151,EarMate-4330,EarMate-4330,HearingHelp express,EarMate-4330EarMate-4330,n/a
152,Apollo 6205,Apollo 6205,HearingHelp express,Apollo 6205Apollo 6205,n/a
153,Ranger 6205,Ranger 6205,HearingHelp express,Ranger 6205Ranger 6205,n/a
154,AudixLife,AudixLife,"RxHearing Aids, Inc.",AudixLifeAudixLife,n/a
155,AudixMax,AudixMax,"RxHearing Aids, Inc.",AudixMaxAudixMax,n/a
156,Aria,Aria,"RxHearing Aids, Inc.",AriaAria,n/a
157,Invo,Invo,"RxHearing Aids, Inc.",InvoInvo,n/a
158,Start Hearing One,Start Hearing One,Starkey,Start Hearing OneStart Hearing One,n/a
163,AirPods,3rd Generation,Apple,AirPods3rd Generation,https://www.amazon.com/Apple-Generation-Bluetooth-Headphones-Personalized/dp/B0D1WXVQTN/ref=sr_1_1?crid=3R6FNX170AFDR&dib=eyJ2IjoiMSJ9.wj6GPYCuMFS7ZVBXs_Ask5PO9bC3K_iCcq-mLRC8Tp5PJGbfySwlZmgBx-7LtYbkmbZ-swF9yayP5PCBfCrZpp4NrQbQBgwDZx7QTZWUR_wAa5HMU9VyHrDwGfCbpei0_C7hHHp2l8yT2D65rokK6Qjr76kbTIN4nE_-nTSD71-OY3l2W62uViwUhf8SVptkRKNOdI24FR6LxT4luvS_itrHDYXS9eZrtnR8xYdwfmc.L5DTv8XcPrh_Oq1H3AtSOMCy0x6sNwX_UiEXyohpBT4&dib_tag=se&keywords=AirPods3rd+Generation&qid=1719621499&sprefix=airpods3rd+generation%2Caps%2C101&sr=8-1
164,Receiver in Ear Canal Rechargeable Hearing Aid,RIE 400,EarCentric,Receiver in Ear Canal Rechargeable Hearing AidRIE 400,https://www.amazon.com/Rechargeable-cancelling-reduction-invisible-EarCentric/dp/B09N4Y4GPN/ref=sr_1_6?crid=YZRMP2TGINEL&dib=eyJ2IjoiMSJ9.9Ur2TcGfEGMwZoi5q75mUpA2Nai8EUpmqmolrRphpGjQVuo7AzTvf0L-hmsp-niLMgihTxd7nfWlT2T-LlqTn0MQ0PohbIoauZ8orVhkglPnKlm6-h8YvqrSv7-k0tJPEUEMtgmdnIA31_UhbWnPGFjxzv-m1_FiL9Bd58gNI7tgFvAQ99WAxj941vHCLl6YmGmJx9Z3cFKg-fLdKoal-oindbsNNP0Qz_fmwRfj6nPByUvgL3rRuq08IxGdJdmNukuvMUareLnIrIqarnGKsS9mGJTbo2Ez9aEEadBIPOc.uV--aSqDKBuyM9P4eidlBFA4n4ZypUngH--0GMt1J1M&dib_tag=se&keywords=EarCentric+hearing+aids&qid=1719621526&sprefix=earcentric+hearing+aid%2Caps%2C83&sr=8-6
165,EarCentric EasyCharge Rechargeable Hearing Aid,EasyCharge Rechargeable,EarCentric,EarCentric EasyCharge Rechargeable Hearing AidEasyCharge Rechargeable,https://www.amazon.com/EarCentric-Rechargeable-Ear-amplification-Cancellation/dp/B09K1RKQS6/ref=sr_1_5?crid=YZRMP2TGINEL&dib=eyJ2IjoiMSJ9.9Ur2TcGfEGMwZoi5q75mUpA2Nai8EUpmqmolrRphpGjQVuo7AzTvf0L-hmsp-niLMgihTxd7nfWlT2T-LlqTn0MQ0PohbIoauZ8orVhkglPnKlm6-h8YvqrSv7-k0tJPEUEMtgmdnIA31_UhbWnPGFjxzv-m1_FiL9Bd58gNI7tgFvAQ99WAxj941vHCLl6YmGmJx9Z3cFKg-fLdKoal-oindbsNNP0Qz_fmwRfj6nPByUvgL3rRuq08IxGdJdmNukuvMUareLnIrIqarnGKsS9mGJTbo2Ez9aEEadBIPOc.uV--aSqDKBuyM9P4eidlBFA4n4ZypUngH--0GMt1J1M&dib_tag=se&keywords=EarCentric+hearing+aids&qid=1719621526&sprefix=earcentric+hearing+aid%2Caps%2C83&sr=8-5
166,Disco Max Wireless Rechargeable,Disco Max ,EarCentric,Disco Max Wireless RechargeableDisco Max ,
167,Rechargeable Hearing Aid - Disco,Disco,EarCentric,Rechargeable Hearing Aid - DiscoDisco,https://www.amazon.com/Removable-EarCentric-DiscoPlus-Rechargeable-cancelling/dp/B0B4GYXMST/ref=sr_1_2?crid=19LKTWSN2L8LC&dib=eyJ2IjoiMSJ9.pBWXZyXhCom2FLZaYcuW2ISrEtwDg-TiZ3DRItX3fGDRV1unXHk4jSHRr-I--78MD05PAut1XK_Orsn4M2G8oNcgpKZYY0f8gZMNI8fjMkov2dCvA1Jd-OH3Eetq8FIEiGLOf0FBdeLlTGDH2F_fG9ngxh9MxZbTs8p4TM9ARyNsyCuNMqiK6xPQm78yOln4X6H17Y3teVUjFTNO9fDn9jxWIaVSkP4skaLR13fGr2dyy8U4NDZhlrXVJupP1LEIGJF0DrKKSrZ9Xjg5jZxkghMwRtaw4OqlRWuN4S-vAYU.386TkajLdatdDYDKNPpiJkatd917yJWWeKqEQ0Hksyo&dib_tag=se&keywords=EarCentric+hearing+aids+disco&qid=1719621598&sprefix=earcentric+hearing+aids+disco+%2Caps%2C82&sr=8-2
168,EarCentric Choice,Choice,EarCentric,EarCentric ChoiceChoice,n/a
169,Rechargeable/Programmable Hearing Aid with USB Programming Port - EasyCharge 2,RV4,EarCentric,Rechargeable/Programmable Hearing Aid with USB Programming Port - EasyCharge 2RV4,https://www.amazon.com/EarCentric-EasyCharge-Rechargeable-Portable-Dual-Port/dp/B0CLXSVGPV/ref=sr_1_3?crid=2APVC6077LPNE&dib=eyJ2IjoiMSJ9.pBWXZyXhCom2FLZaYcuW2JqTHiO3QbVa7eOSX7injuNaK3ploph51ZEfgsb4PJou1xkndyfzKbpmEpglp-TMUk2GWrVKW7Z7Umy6vselz7OoCyczr1G9bqbXbuY8m2AE_DjzfW4-DK0Rm3r4umO3uyVqRTZJZo3gjqakNFgGB8KnVNmXuhavQRi7HVt49NAZ30VvUARG3whYbR0U6LEU_4PasuaoGn_XJw6UiICbdht3nt69yS0wX_DxDFtj0eu-1dwdIgd5OirINiOgYHzvF69w4ZupWLoMFmFXw1cry34.B0cbLuKK2qZAEJtQdHaOaRLu0vBt3WYI3tv46pv4pdM&dib_tag=se&keywords=EarCentric+hearing+aids+choice&qid=1719621611&sprefix=earcentric+hearing+aids+choice%2Caps%2C73&sr=8-3
170,Comfort 2 Mini-BTE Hearing Aid Amplifier Sound Assist by EarCentric,Comfort 2 ,EarCentric,Comfort 2 Mini-BTE Hearing Aid Amplifier Sound Assist by EarCentricComfort 2 ,n/a
171,EarCentric Linkx Wireless Hearing Aid,Linkx,EarCentric,EarCentric Linkx Wireless Hearing AidLinkx,n/a
172,EarCentric Linkx Wireless Hearing Aid,Linkx,EarCentric,EarCentric Linkx Wireless Hearing AidLinkx,n/a
173,CLARI Hearing Aids,CLARI Hearing Aids,CLARI Hearing Aids,CLARI Hearing AidsCLARI Hearing Aids,n/a
174,NoviOne,NoviOne,Novidan,NoviOneNoviOne,n/a
175,NoviOne,NoviOne,Novidan,NoviOneNoviOne,n/a
176,Mach 1,Mach 1,Sonify Hearing,Mach 1Mach 1,https://www.amazon.com/Hearing-Eligible-Invisible-Feedback-Reduction/dp/B0D3FXZF66/ref=sr_1_1?crid=3EGEUR91NQWOX&dib=eyJ2IjoiMSJ9.MeXxQS9g7navA8QwBhSs6jNPdFBJ0nROozJFk6A0ZvrtimTUK8sCCFOHNJpJh1zqHhGcSna9fl_KrAQ8Cg1_diFVVHGMmoydihJFlTEx0pJCBBrMlt1TyzJ7gQZS62V-GnvOEe8RLxHZwYp0-CuukcUqUXhIdTucOnXbFX2KjQ2Mzt1HZAa3IK3XiJHr3rvHhbX16T53NM1ME2V8vW-5jgsLKXcWxReRnBvhOjnASroR9Bcwh6Z_iFHPhrUIqSQf0TiABFVRdUnOSIHj9oqM687qyOa9L0_9JUXnlCs9klg.KdoThqNVd7RkJAiMQ48AIzr7MDnLarom9-XFgU3kre8&dib_tag=se&keywords=Mach%2B1%2Bsonify%2Bhearing&qid=1719621771&sprefix=mach%2B1%2Bsonify%2Bhearing%2Caps%2C66&sr=8-1&th=1
177,Mach 1 Pro,Mach 1 Pro,Sonify Hearing,Mach 1 ProMach 1 Pro,n/a
178,Mach 1 Pro Wireless,Mach 1 Pro W,Sonify Hearing,Mach 1 Pro WirelessMach 1 Pro W,n/a
181,Tuned Lumen 155,Lumen 155,Intrisound,Tuned Lumen 155Lumen 155,n/a
